Company;Position;Rate;ApplicationDate;Status;StatusDate;Comment;Link
SiriTech Solutions Corp; Application Developer Analyst - W2; ; 5/25/26;Open; 5/25/26;; https://jobright.ai/jobs/info/6a13a7db69bd827926af8a74?utm_source=1121&imp_id=3673496432511879909__instant_push__1779680432246_1457&utm_medium=email
OneStream Software; Software Engineer I; 104-130k; 5/25/26;Open; 5/25/26;; https://jobright.ai/jobs/info/6a13a7db69bd827926af8a74?utm_source=1121&imp_id=3673496432511879909__instant_push__1779680432246_1457&utm_medium=email
V-Centrix-US LLC; Sr. Software Engineer; 40-50/hr; 5/26/26;Open; 5/26/26;; https://www.dice.com/job-detail/4feadd99-d4ba-4594-8cfa-50de82add443
Cencora; Sr. Full-Stack Engineer; ; 5/25/26;Open; 5/25/26;; https://www.dice.com/job-detail/4de88434-583b-4ae5-ab5c-5997b99a5387
B2B Technology; .NET Full Stack Developer; ; 5/25/26;Open; 5/25/26;; https://www.dice.com/job-detail/19418ecb-3cfb-46ac-bf6f-64650b397898
FutureTech; Lead Software Engineer; ; 5/25/26;Open; 5/25/26;; https://www.dice.com/job-detail/f6c32921-a315-4de0-baf4-b4481ebd9acd
E-AIM; application Architect .NET; ; 5/25/26;Open; 5/25/26;; https://www.indeed.com/viewjob?jk=e80dd47635e2159d&q=c%23&l=Remote&tk=1jpe2kkpdgan2801&from=web&advn=3570162041912728&adid=462439645&ad=-6NYlbfkN0Ax5WKGL7DdG-hBM_5yqlLi_M1DgdXvlX2bKCktkh-hWxOr9ymtyAFEeOZ7wJvdqVC33libXUP5XwTziix_N4sxENCU4SmfztUU5VxA-GmOxOPDmGq0L9n4BRQmNEyetv3EoH7OiDuEWDorxcieiFfQHFZFQ1sj94utIu6v1eTuWQVW7YPg37ufU8GZO3c9LbvAyLYVPz-_E2heF0qAFO9GfQ7bC8d4AYI5fuoeKm_PKMFsGLiAgpFnGX19srHbilKyu3rqyROo0aKHgOhb6p7il86TDBV_p4C0DhbcaFEkYfMjfXICuWkyWePiwzk0rp1aJ5yG9ynCW-WR2x0ZcBSsEqUF1z2YH2hEK8xp3WzpF3-09F-uIRed-DQmsyC3Ca2Zi5j7EoUhjdWcLOJ1ZFAgikFAGc4xAEsp0M6sKa6TfPOSaaOAh4LZznhTLFz7_-e51COAyckFFHvTGe__AWzEsIWBtH8aVreb_8Kz9ZeDGAEgRzYXmgAeCs2USA8EHVacubLpPa3Gmi6GvzLHJ7UChh-5CbP00BxdOsrpmrJdy7TDtdMWgItWvshFH8LP4NFm_2yjOdgVrFzzIxvRl-STyjT4lWDm1gCl7JInMM6d1OxTa4hGXngM1JFITtvAuiw%3D&pub=4a1b367933fd867b19b072952f68dceb&camk=C3EPSzFlQw-GUIovjPGsnQ%3D%3D&xkcb=SoCQ6_M3juNdRRSEZJ0LbzkdCdPP&xpse=SoC16_I3juNbwCy4lR0ObzkdCdPP&xfps=16960a58-4073-4a1e-90ac-b91042240006&vjs=3
E-AIM; .NET Web Application Developer - Senior / Mid-Level / Junior; ; 5/25/26;Open; 5/25/26;; https://www.indeed.com/viewjob?jk=e1f040440bb03aa6&q=c%23&l=Remote&tk=1jpe2kkpdgan2801&from=web&advn=3570162041912728&adid=462439587&ad=-6NYlbfkN0Ax5WKGL7DdG-hBM_5yqlLi_M1DgdXvlX2bKCktkh-hWxOr9ymtyAFEx-YhoEso3YxaO3gAI8QKvFGomjCxGC0g1jtGdfYfLnOtq3Hb9GhGIlSyiCicW1j3tKtIKp5XtML9ry_SEgA3QJZzNlgfz__2BC7lDm_45Ll8y7bFRzehuFNYbn0guK4H6HuLcewICAAtrfPY-6s6DAH-DgqUTh34VehY3Z01Y07QCZKjltH-6hKHRjbtipwHorHgVQlXaXFc-UUlQgGRrBTZimZi82c0eE5rbLU2tmVLpO8kyHH-gVJcorb9kqPM3RcXud_ut_hiEVn5YwXdyBrMZRGdtzvJqOks1GuP63I0YqKJiMBBc2m45SFVzmtWkui3-XWrCaUKIB5QmsyjzBw8sT5e7rUcmytLddcqlnq7wRZfiWjsrm25sHJd4zXnz9CVwZCMNlvSrN3wgNA9h1L7YicS83uq5H_avOsM70xm5tlGUKhJUqGuaQKrVa4UpLrKxXyf24ePZZrmchJ5IL_Dy6RTtnzWtHZ94IVzKHF-wx6NzheEHU_hRKllSjVGx0m794tKg6XtBFqk78Hv4_XTKaKq7tN0_iT9dpNBFDjv1JN3me1egAPba7DKI65k8CLY3Y9-i9w%3D&pub=4a1b367933fd867b19b072952f68dceb&camk=C3EPSzFlQw9dR0q89qOKmg%3D%3D&xkcb=SoAk6_M3juNdRRSEZJ0KbzkdCdPP&xpse=SoCr6_I3juNaycySp50IbzkdCdPP&xfps=820b98de-70ea-4da2-87ed-41bc3df3b515&vjs=3
Wellsky; Staff Software Engineer; ; 5/25/26; Rejected; 5/29/26; Rejection Received; https://www.indeed.com/viewjob?jk=ca427129f048a51e&tk=1jpe2lo1ag5iv800&from=serp&vjs=3
Transflow; Lead .NET Developer; ;5/25/26;Open;5/25/26;; https://www.indeed.com/viewjob?jk=39f514e6f24bb263&tk=1jpe2ns16g4jc800&from=serp&vjs=3
Thomas and Company; Sr. Full Stack Developer (.NET/Angular); 70-90/hr; 5/25/26;Open; 5/25/26;; https://www.indeed.com/viewjob?jk=6999aec645ca647d&tk=1jpe2ns16g4jc800&from=serp&vjs=3
A&B Business Solutions; Senior .NET Developer; ; 5/25/26;Open; 5/25/26;; https://www.indeed.com/viewjob?cmp=A-%2526-B-Business-Solutions&t=Senior+.NET+Developer&jk=dd98856963b5bffc&q=c%23&xpse=SoC767I3juNmSPyQ0x0LbzkdCdPP&xfps=6f67c8ea-3ba2-4df9-8927-2f7ce023ef70&xkcb=SoDd67M3juNpgkySj50DbzkdCdPP&vjs=3
CGI; Sr. IT Audit Support (Knoxville J0526-0698); 89-117k; 5/25/26;Open; 5/25/26;; https://www.ziprecruiter.com/jobs/cgi/sr-it-audit-support?lvk=29EO9OZkEKdYao_33KIkXw
CGI (Lensa?); Solution Architect (Knoxville J0526-1988); 102-223k; 5/25/26;Open; 5/25/26;; https://www.ziprecruiter.com/jobs/cgi/solution-architect?lvk=u5QI9HZONycYdhTBaxXI9w
Auto Approve; software Engineer; ; 5/25/26;Open; 5/25/26;; https://www.linkedin.com/jobs/view/4418417240/?trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_1_jobid_4418417240_ssid_14583149764_fmid_mw6pip~mpkb6sew~ab&refId=ktnPoa9nQRpb8XhWA3KTmQ%3D%3D&trackingId=CrrKN7yDPhMq4ZoZLA5v5Q%3D%3D
Arrowhead Programs; Full Stack Developer; 130-140k; 5/25/26;Open; 5/25/26;; https://www.linkedin.com/jobs/view/4414349491/?trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_4_jobid_4414349491_ssid_14583149764_fmid_mw6pip~mpkb6sew~ab&refId=ktnPoa9nQRpb8XhWA3KTmQ%3D%3D&trackingId=0uIfBo7NS2%2FTeRMNM64OPg%3D%3D
Radformation; Senior Software Engineer; ; 5/25/26; Rejected; 5/26/26; Rejection Received; https://www.glassdoor.com/job-listing/senior-software-engineer-radformation-JV_KO0,24_KE25,37.htm?jl=1010139948210&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos5-age4d-1010139948210&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jpdpnnaggb25800-3c19402be84e264b&cs=1_033e4835&s=224&t=JA&pos=105&ja=380629936&guid=0000019e5b6f076e9071e7d229eaf05e&jobListingId=1010139948210&ea=1&vt=e&cb=1779653402245&ctt=1779715474399&srs=EMAIL_JOB_ALERT&gdir=1
Symmetry Lending; Senior Software Engineer; 145-165k; 5/25/26;Open; 5/25/26;; https://www.glassdoor.com/job-listing/senior-software-engineer-symmetry-lending-JV_KO0,24_KE25,41.htm?jl=1010142066076&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos8-age3d-1010142066076&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jpdpnnaggb25800-1422b190c43693a0&cs=1_d91122e1&s=224&t=JA&pos=108&ja=380629936&guid=0000019e5b6f076e9071e7d229eaf05e&jobListingId=1010142066076&ea=1&vt=e&cb=1779653402245&ctt=1779715484954&srs=EMAIL_JOB_ALERT&gdir=1
Lumovy Technology solutions; .Net Tech Lead - Retail (GCP/Azure, OMS); ; 5/25/26; Rejected; 5/26/26; Rejection Received; https://jobright.ai/jobs/info/6a149602dc845f4be5bd281d?utm_source=1121&imp_id=3673496432511879909__instant_push__1779734737514_4968&utm_medium=email
FullStack; Principal Software Engineer (.NET + Data) - Remote - USA; ; 5/25/26; Rejected; 5/22/2026;; https://jobright.ai/jobs/info/69abb1212747003c3d514ce8?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1779730031866_732&utm_medium=email
Halvotec Group; Fullstack-Developer .NET, C#, .NET, React, TypeScript (m/w/d); ; 5/25/26; Rejected; 5/22/2026;; https://jobright.ai/jobs/info/6a13d2c783d714428983248e?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1779730031866_732&utm_medium=email
Amentum; Program Engineer (J id- R0161575); ; 5/25/26; Rejected; 5/27/26; Rejection Received; https://www.amentumcareers.com/jobs/program-engineer-west-palm-beach-florida-united-states?cid=346501a3a39b9c11575e321385857b20&utm_campaign=Job+Alert&utm_content=job_alert&utm_medium=email&utm_source=job_alert
Talenzen; Software Developer; 119-144k; 5/25/26;Open; 5/25/26;; https://www.glassdoor.com/job-listing/software-developer-talenzen-JV_KO0,18_KE19,27.htm?jl=1010144545579&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos6-agept-1010144545579&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jpfpq4dukgqn800-e0d2ad27ff22629f&cs=1_875f7bbb&s=224&t=JA&pos=106&ja=399775333&guid=0000019e5f82ce8584401bddde99ee07&jobListingId=1010144545579&ea=1&vt=e&cb=1779720590024&ctt=1779735561237&srs=EMAIL_JOB_ALERT&gdir=1
Edia; Senior Backend Engineer; 180-250k; 5/25/26;Open; 5/25/26;; https://www.linkedin.com/jobs/view/4368250633/?trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_3_jobid_4368250633_ssid_15257593108_fmid_mw6pip~mpldrnuv~yv&refId=gjERqpfCoQrAkjxIXDZtHw%3D%3D&trackingId=WhqM2gfAKK2pKmPLv62RPQ%3D%3D
Brook & Whittle; Automation Engineer; ; 5/25/26; Rejected; 6/8/26; Rejection Received; https://www.glassdoor.com/job-listing/automation-engineer-brook-whittle-JV_KO0,19_KE20,33.htm?jl=1010140990587&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos3-age4d-1010140990587&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1110586&jrtk=5-yul1-0-1jpg8cn9jgbmn800-7ecf24f71ea50bb3---6NYlbfkN0ChE6GhBkDkKcmHnOQ2eUIo6PtbKCPEXK0ckpFbqQcFbmq-B0RUAXra2eU-nXg-HFEwz617_WvvkhnM00m7ulK3TPqFQTv3VM1OdV_qVxoyl3MWFtkEgwDFITI2L8o8dTrKfI9J9pwK3ru7Pu5aTbURzC6yBiKjEukj19YgUJBV9aJCeVlnp1sM3CA3WiFuhUMdGknzUVwAeXC_BcF2PMPB1YjJHw9JAxWgqiJY5Wmw86KQlbYXDQVNgh_ipHDo83i5gSYUD1vJUnC3NAam6PMPZ9uKLVNBVbAQ1LcjhWM7zIK35kFoBXDEUtotsL3VOoYI4oRRPNrQ-WNUe3VQ68oizZfFyul_YUNjwqct609gmt98it5SYl5qYmU4t-BNYUeYwFiffXtHcn68Pd1xR2JDnngcYahbHSdDV7P_OjZP2soQ2zOp-tzxTsxtYLPqoaKHhIQdOnK2o8rP7rkNbUYmAFkFMIRV95rpwLnC8ktSmRLLUFBMK8KBpJ8LAe07E7EaDk-skk7QuMLpkkwWx4nMI7CpKG-6GCPwhrTpnTxU0sHgVyHoehkZXHeEGv9aHfmGWKQNtYfaF9Z71HT5K3b6dXydWnVN8YNldPQ7c92oZS7IzpS1P-vFFkbpx2n5KmE4cF2q4De40L9xL6CfphSKXMEJil8cQGmnzFOb4Vcb8n19QxeFgksLXDpYRf7J5c46jEOme3yJKgl5Okkab0sC-Vb5UB-ERyUDhGZI_SKxT6p7DzUbM1Fl64Jc8re6FaRCZxxv3FH7A81M-qhdLzs2COyN9DlIzUvbYyzz_kF7vTgw0MFQy_x2xXTPPR0vH4HoNF_hBCCE0md7SfJuSdcQCYByP96H8R89DQdIy01SNtHFiy2SzJftLQBrkWJdbFR-er_lzxSBaPq9sBCAQ3FR54-qdnCl1BZi2RFKvHlyovvS43uHii_vl4LwynJu_xk%3D&cs=1_9b323459&s=224&t=JA&pos=103&cpc=0C139D4CAD5A6DB2&ja=408967590&guid=0000019e605e6837b048db34733f453a&jobListingId=1010140990587&vt=e&cb=1779735880028&ctt=1779735904342&srs=EMAIL_JOB_ALERT&gdir=1
Hy-Tek Intralogistics; Software Developer II; ; 5/25/26;Open; 5/25/26;; https://www.linkedin.com/jobs/view/4414373041/?trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4414373041_ssid_14583149772_fmid_mw6pip~mpk2m59b~j9&refId=iRhyG9dYkAtz0bpzxsM1NA%3D%3D&trackingId=faO97%2FIOmIcYrwSb9sD0%2Bg%3D%3D
Aptive Resources; Senior Programmer; ; 5/25/26;Open; 5/25/26;; https://www.linkedin.com/jobs/view/4418198777/?trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_4_jobid_4418198777_ssid_14583149772_fmid_mw6pip~mpk2m59b~j9&refId=iRhyG9dYkAtz0bpzxsM1NA%3D%3D&trackingId=PfkuIX%2FMXGzvWzflFA4bQA%3D%3D
Navitus Health Solutions; Sr. Developer, application Systems; 85-104k; 5/25/26;Open; 5/25/26;; https://www.linkedin.com/jobs/view/4418180764/?trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_5_jobid_4418180764_ssid_14583149772_fmid_mw6pip~mpk2m59b~j9&refId=iRhyG9dYkAtz0bpzxsM1NA%3D%3D&trackingId=mIkYjy1NXVTIUaiLoud5Xw%3D%3D
Function Health; Senior Full Stack Developer; ; 5/25/26; Rejected; 5/26/26; Rejection Received; https://jobright.ai/jobs/info/69a0504c0836fe79d86132cc?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1779642171747_9190&utm_medium=email
Kodisoft LLC; Dotnet Developer; ; 5/26/26; Rejected; 5/29/26; Rejection Received; https://www.linkedin.com/jobs/view/4419132106/?alternateChannel=search&eBP=NOT_ELIGIBLE_FOR_CHARGING&trk=d_flagship3_search_srp_jobs&refId=RSlIyQ%2FWW3KP86Zpnq9vlA%3D%3D&trackingId=Wskn4oK9WGAGR2p%2FnxI8rQ%3D%3D
Peaple Talent (Spaghetti Bridge?); Application Developer; ; 5/26/26;Open; 5/26/26;; https://www.linkedin.com/jobs/view/4418229459/?alternateChannel=search&eBP=NOT_ELIGIBLE_FOR_CHARGING&trk=d_flagship3_search_srp_jobs&refId=RSlIyQ%2FWW3KP86Zpnq9vlA%3D%3D&trackingId=GGFms9xhVyM9F6reuWnFuQ%3D%3D
Global IT & Consulting Services; .NET Full Stack Developer (WinForms); 50-70/hr; 5/26/26;Open; 5/26/26;; https://www.linkedin.com/jobs/search/?alertAction=viewjobs&currentJobId=4416729423&distance=25&f_TPR=a1779711981-&f_WT=1%2C3%2C2&geoId=104571664&keywords=application%20developer&origin=JOB_ALERT_IN_APP_NOTIFICATION&originToLandingJobPostings=4419132106%2C4418229459%2C4389426100%2C4419170201%2C4417892812%2C4398773344&savedSearchId=14583149772&sortBy=R
InfiCare Technologies; .NET Lead; ; 5/28/26;Open; 5/28/26;; https://www.dice.com/job-detail/ca8956f4-6364-493c-8af4-e0134b2a4e51
Syms Strategic Group, LLC; C#/.Net Developer; 85-115k; 5/28/26; Rejected; 5/29/26; Rejection Received; https://www.indeed.com/viewjob?jk=0b23d3613774bb01&tk=1jplk595rglj1801&from=serp&vjs=3
Buxton Company; Back End Software Engineer (C#/.NET); ; 5/28/26;Open; 5/28/26;; https://www.indeed.com/viewjob?jk=2a92e42a1c13dfa3&tk=1jplk595rglj1801&from=serp&vjs=3
Ampcus Inc; Senior .Net Application Developer [NFCUJP0016992]; ; 6/3/26;Open;; Received e-mail about remote long-term contract position.  Looks very interesting, responded that I am interested.; pawan.jaiswal@ampcus.com
Motion Recruitment; Senior PCD Support Technician; 35-40/hr; 6/3/26;Open; 6/3/26;; https://motionrecruitment.com/tech-jobs/knoxville-/contract/senior-pc-support-technician/873768?utm_source=appcast&utm_medium=feed&utm_campaign=ziprecruiter
Pathfinders Executive Search; Senior Dotnet Developer; 120-145k; 6/3/26;Open; 6/3/26;; https://jobright.ai/jobs/info/6a2080fd902d19201c7b2b2a?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1780521397922_9292&utm_medium=email
CloudIQ Technologies; Senior Software Engineer; ; 6/3/26;Open; 6/3/26;; https://jobright.ai/jobs/info/6a2062ae902d19201c7b1e05?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1780521397922_9292&utm_medium=email
Zealogics Inc; C# Developer - Fully Remote (WFH); ; 6/3/26;Open;; Seems to be located out of Taiwan; https://jobright.ai/jobs/info/6a1fe3b2338c012305116595?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1780521397922_9292&utm_medium=email
CBTS; Senior Solution Developer; 65-75/hr; 6/3/26;Open; 6/3/26;; https://jobright.ai/jobs/info/6a208108338c012305119936?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1780521397922_9292&utm_medium=email
1Password; .Net/C# Developer, SaaS Manager; 123-172k; 6/3/26;Open; 6/3/26;; https://jobright.ai/jobs/info/6a1f5402b61b2c65b37b15b6?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1780521397922_9292&utm_medium=email
Robert Half; Software Developer III; 35-45/hr; 6/3/26;Open; 6/3/26;; https://jobright.ai/jobs/info/6a20295dca8f0b365d79f42f?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1780521397922_9292&utm_medium=email
Seneca Resources; Senior .Net Application Developer -- 16992; 65/hr; 6/3/26;Open; 6/3/26;; https://jobright.ai/jobs/info/6a20386fc00e701fe8367e0b?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1780521397922_9292&utm_medium=email
PerfectServe; Software Engineer - US Remote (Knoxville, TN???); 120-140k; 6/3/26;Open; 6/3/26;; https://www.glassdoor.com/job-listing/software-engineer-us-remote-perfectserve-JV_IC1144394_KO0,27_KE28,40.htm?jl=1010155363849&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos6-age1d-1010155363849&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jq7nau7ria7k800-1ae3aed71b3647b5&cs=1_4c7c68c9&s=224&t=JA&pos=106&ja=396299206&guid=0000019e8eef26ee98dd781241f9c6ee&jobListingId=1010155363849&ea=1&vt=e&cb=1780523301530&ctt=1780523351756&srs=EMAIL_JOB_ALERT&gdir=1
PublicInput; Software Engineer I; ; 6/3/26;Open; 6/3/26;; https://www.glassdoor.com/job-listing/software-engineer-i-publicinput-JV_KO0,19_KE20,31.htm?jl=1010155078258&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos7-age1d-1010155078258&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jq7nau7ria7k800-9896caa79a68bbab&cs=1_37397b36&s=224&t=JA&pos=107&ja=396299206&guid=0000019e8eef26ee98dd781241f9c6ee&jobListingId=1010155078258&vt=e&cb=1780523301528&ctt=1780523359230&srs=EMAIL_JOB_ALERT&gdir=1
Prime Team Partners; Senior Software Engineer; 120-140k; 6/3/26;Open; 6/3/26;; https://www.linkedin.com/jobs/view/4423271444/?trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_1_jobid_4423271444_ssid_15257593108_fmid_mw6pip~mpylla7k~45&refId=UztvHMggpKEgx0Qh%2BOR%2B5w%3D%3D&trackingId=R2csKY9PZK5yCPSw5bduwg%3D%3D
U.S. Office of Personnel Management; Application Software Engineer (GS13); 122-158k; 6/3/26;Open; 6/3/26;; https://www.glassdoor.com/job-listing/application-software-engineer-us-office-of-personnel-management-JV_KO0,29_KE30,63.htm?jl=1010156534036&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos4-agejp-1010156534036&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jq7jsui5k3cr800-249060ad74496e63&cs=1_4b9709fb&s=224&t=JA&pos=104&ja=408968922&guid=0000019e8eb8291a927bf423a212d251&jobListingId=1010156534036&vt=e&cb=1780519697232&ctt=1780523450683&srs=EMAIL_JOB_ALERT&gdir=1
GPRS; Senior Back-End Developer; ; 5/6/26;Open; 5/6/26;; https://jobright.ai/jobs/info/69ea13e83aa0c479643aded3?utm_source=1121&imp_id=3673496432511879909__instant_push__1780667886759_217&utm_medium=email
Robert Half (Manhattan Beach CA); Software Engineer; 110-135k; 6/8/26;Open; 6/8/26;; https://www.dice.com/job-detail/b97cbed3-456d-4431-baed-88f0a8fe7811?utm_source=job_alerts&utm_medium=email&utm_content=intellisearch&utm_campaign=10016128&%243p=e_iterable&_branch_match_id=1579909737170103754&_branch_referrer=H4sIAAAAAAAAAzWM22qFMBBFvybnLWqM9aQFKaXl%2FIbkMuq0uTFGfOu3N0cozMPeazF7KyXvb23r0EKjc248xp9W5nfWDzJPMGMB0sbDrYJEuGLUfj7IT9vzk8kP1j%2FqnefZXBs2hVq%2Fk%2BEOikZfi3m9WwNO8uFldHwYpOBGg%2BNKLZ1WC9yVEEw%2BjhLmPR1kgcmvOjBrD1R21o9PE8DhEaqBcK1e0KZYIJZKsQbvcQdNdvu3OmSNa6xadJ0YRa9uvwQLEGFcZ0Pp3IGmz41SgD9D6%2F2CCQEAAA%3D%3D
CogniCapitalChain; Senior Backend Developer; 9-12k/mo; 6/8/26;Open; 6/8/26;; https://www.glassdoor.com/job-listing/looking-for-senior-backend-developer-cognicapitalchain-JV_KO0,36_KE37,54.htm?jl=1010156923232&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos2-age4d-1010156923232&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jqjqc22n298r000-64b98fc78183eb98&cs=1_a87e39f6&s=224&t=JA&pos=102&ja=399775333&guid=0000019ea79cbb7184523af7131e260b&jobListingId=1010156923232&ea=1&vt=e&cb=1780929136991&ctt=1780932926864&srs=EMAIL_JOB_ALERT&gdir=1
Cinqminds LLC; .NET Developer; 40-50/hr; 6/8/26;Open; 6/8/26;; https://www.glassdoor.com/job-listing/net-developer-cinqminds-JV_KO0,13_KE14,23.htm?jl=1010153770156&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos6-age6d-1010153770156&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jqjqc22n298r000-fde32c0099d09aeb&cs=1_85b70201&s=224&t=JA&pos=106&ja=399775333&guid=0000019ea79cbb7184523af7131e260b&jobListingId=1010153770156&ea=1&vt=e&cb=1780929136992&ctt=1780932943469&srs=EMAIL_JOB_ALERT&gdir=1
Peraton; .Net Software Developer (2026-167104); 86-138k; 6/8/26;Open; 6/8/26;; https://www.glassdoor.com/job-listing/net-software-developer-peraton-JV_IC1158535_KO0,22_KE23,30.htm?jl=1010146096984&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos8-age12d-1010146096984&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jqjqc22n298r000-abf4c5566438e0c6&cs=1_6271d1a9&s=224&t=JA&pos=108&ja=399775333&guid=0000019ea79cbb7184523af7131e260b&jobListingId=1010146096984&vt=e&cb=1780929136990&ctt=1780932951394&srs=EMAIL_JOB_ALERT&gdir=1
Progressive Technology Solutions; .NET Application Developer; 75-79/hr; 6/8/26;Open; 6/8/26;; https://www.glassdoor.com/job-listing/net-application-developer-progressive-technology-solutions-JV_KO0,25_KE26,58.htm?jl=1010155530641&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos10-age5d-1010155530641&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jqjqc22n298r000-370178a99c10aa9b&cs=1_04caf16e&s=224&t=JA&pos=110&ja=399775333&guid=0000019ea79cbb7184523af7131e260b&jobListingId=1010155530641&ea=1&vt=e&cb=1780929136992&ctt=1780932959147&srs=EMAIL_JOB_ALERT&gdir=1
Talezen; Software Engineer; 131-158k; 6/8/26;Open; 6/8/26;; https://www.glassdoor.com/job-listing/software-engineer-talenzen-JV_KO0,17_KE18,26.htm?jl=1010147152271&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos12-age11d-1010147152271&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jqjqc22n298r000-dbdc6abb5e594190&cs=1_4def51ab&s=224&t=JA&pos=112&ja=399775333&guid=0000019ea79cbb7184523af7131e260b&jobListingId=1010147152271&ea=1&vt=e&cb=1780929136992&ctt=1780932970235&srs=EMAIL_JOB_ALERT&gdir=1
Visibol; Software Developer; 110-136k; 6/8/26;Open; 6/8/26;; https://www.glassdoor.com/job-listing/software-developer-visibol-JV_KO0,18_KE19,26.htm?jl=1010150275978&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos2-age9d-1010150275978&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jqjq0d13m914801-553131ee058e0231&cs=1_d7522e6b&s=224&t=JA&pos=102&ja=378462087&guid=0000019ea79cb4a987effae7f0c6b4e3&jobListingId=1010150275978&ea=1&vt=e&cb=1780928755051&ctt=1780933001734&srs=EMAIL_JOB_ALERT&gdir=1
